time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/loss,train/clip_range,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/std,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss
1,1,0.024909444444444442,1091,206.0,2048,,,,,,,,,,,
2,4,0.03866210526315789,984,206.0,4096,-0.0020637589041143656,0.2,-16.624343872070312,0.011427202073537045,0.022802734375,0.004839546,0.9929530620574951,0.0003,10,-2.8320698589086533,-0.004918137047206983
3,6,0.04490296551724137,967,206.0,6144,-0.0012887543998658657,0.2,-1.4778072834014893,0.0017718764713208657,0.053955078125,0.007085695,0.9794055819511414,0.0003,20,-2.8093125253915785,-0.011063237888447475
4,8,0.0305431282051282,958,206.0,8192,-0.010655799880623817,0.2,-0.280336856842041,0.0012926248062285594,0.0302734375,0.005220579,0.9654264450073242,0.0003,30,-2.7816796720027925,-0.006012139897211455
5,10,0.02041477551020408,953,206.0,10240,-0.012919525615870953,0.2,-0.08093500137329102,0.0009840817392614554,0.058740234375,0.00805217,0.9503961801528931,0.0003,40,-2.749751865118742,-0.008441241999389604
6,12,0.018232983050847456,947,206.0,12288,-0.01883792132139206,0.2,-0.05915474891662598,0.0007989225126038945,0.058935546875,0.0062281964,0.9467490911483765,0.0003,50,-2.7315493606030943,-0.009051295850076713
