time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/loss,train/approx_kl,train/explained_variance,train/learning_rate,train/value_loss,train/entropy_loss,train/std
1,-0.024305888888888898,1095,1,206.0,2048,,,,,,,,,,,
4,-0.014538000000000004,1000,2,206.0,4096,0.2,-0.002540866301569622,0.012109375,10,0.011960048228502274,0.0027932238,-1.6109035015106201,0.0003,0.02231841588509269,-2.8437027156353,1.0023843050003052
6,-0.01712951724137931,963,3,206.0,6144,0.2,-0.003889750424423255,0.027099609375,20,-0.006622988730669022,0.005338616,0.05392718315124512,0.0003,0.01110539134388091,-2.8297241874039174,0.990056037902832
8,-0.001125512820512823,942,4,206.0,8192,0.2,-0.0032622673170408234,0.019287109375,30,0.018394310027360916,0.00353235,0.15845036506652832,0.0003,0.00667039081454277,-2.823491106182337,0.9929199814796448
10,-0.006259551020408165,937,5,206.0,10240,0.2,-0.004513322803541086,0.0375,40,-0.006691969931125641,0.005126522,0.19081014394760132,0.0003,0.0041121955910057295,-2.8196407914161683,0.9867892265319824
13,-0.00957161016949153,933,6,206.0,12288,0.2,-0.005473652250657324,0.02822265625,50,-0.0049676247872412205,0.0040954524,0.15993577241897583,0.0003,0.0032244453472230817,-2.8210124120116236,0.994911253452301
