time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/clip_range
7852,1663.0,7483392,953,609,0.06527797999999999,0.0008527102350550801,0.0003,-0.003955960273742676,1.410178780555725,6080,0.18623860677083334,0.02035311423242092,0.018826524,0.009378724825122238,-0.22229612581431865,0.2
7865,1663.0,7495680,952,610,0.0648525,0.0009580206740641491,0.0003,-0.0033675432205200195,1.4137656688690186,6090,0.19348958333333333,0.03619539365172386,0.027763365,0.008787335737239724,-0.21287467169264954,0.2
7878,1663.0,7507968,952,611,0.06496765,0.0008507718288759254,0.0003,-0.0016363859176635742,1.4359331130981445,6100,0.20313313802083333,-0.022806992754340172,0.02689831,0.009908634936679542,-0.19127747019131977,0.2
7891,1663.0,7520256,952,612,0.07297719000000001,0.0008367873415257539,0.0003,-0.005221009254455566,1.4416794776916504,6110,0.1938720703125,0.011709816753864288,0.019159092,0.009905281397125994,-0.20057382273177307,0.2
7904,1663.0,7532544,952,613,0.06983491,0.0009233207989533791,0.0003,-0.0030329227447509766,1.4128875732421875,6120,0.1903076171875,-0.0014153106603771448,0.020959944,0.009561116922850488,-0.19543152650197346,0.2
7917,1663.0,7544832,952,614,0.06635348,0.0008470729681448574,0.0003,-0.0055359601974487305,1.4092743396759033,6130,0.20308430989583334,0.03905312716960907,0.020088663,0.011078091682187126,-0.18800640006860098,0.2
7929,1663.0,7557120,952,615,0.07766089,0.0008695972302727265,0.0003,-0.006773114204406738,1.417144536972046,6140,0.1868896484375,-0.015010640025138855,0.020455051,0.008835360473312903,-0.19436360088487467,0.2
7942,1663.0,7569408,952,616,0.0783079,0.0009009970622325151,0.0003,-0.0006874799728393555,1.4150526523590088,6150,0.20243326822916666,-0.0010577982757240534,0.03118019,0.00978385899118924,-0.18875706245501836,0.2
7955,1663.0,7581696,952,617,0.08858612999999999,0.0008833779743478468,0.0003,-0.005142569541931152,1.4002063274383545,6160,0.2114013671875,0.004731479566544294,0.03032483,0.009447296449070563,-0.18513333487013975,0.2
7968,1663.0,7593984,952,618,0.09233024000000002,0.0008409722169290035,0.0003,-0.004200935363769531,1.3914515972137451,6170,0.21669108072916668,0.011311482638120651,0.027185475,0.009338972288969672,-0.17243916243314744,0.2
7981,1663.0,7606272,953,619,0.07776149,0.0009514417852642509,0.0003,0.0002276897430419922,1.3965892791748047,6180,0.2136474609375,0.00620377529412508,0.020203317,0.011063897260222196,-0.16583546735346316,0.2
7994,1663.0,7618560,952,620,0.08576302000000002,0.001054600370616754,0.0003,-0.0005779266357421875,1.38876211643219,6190,0.22276204427083332,0.02187333256006241,0.029209262,0.008343914514989592,-0.1689878638833761,0.2
8007,1663.0,7630848,952,621,0.08548075000000001,0.0012066834268352976,0.0003,-0.0022701025009155273,1.3982439041137695,6200,0.1994873046875,-0.011123324744403362,0.025407366,0.009683678225943975,-0.16293213305373985,0.2
8020,1663.0,7643136,952,622,0.06540365000000001,0.0009007159639319676,0.0003,0.002424180507659912,1.4077080488204956,6210,0.198486328125,0.019325660541653633,0.02346164,0.010171362460581198,-0.17001250026126702,0.2
8033,1663.0,7655424,952,623,0.06402422,0.0010943667031673007,0.0003,0.0016852021217346191,1.404543161392212,6220,0.186279296875,0.013370716944336891,0.015870662,0.010211697271006414,-0.17902089059352874,0.2
8045,1663.0,7667712,952,624,0.06367428000000001,0.000878792036625479,0.0003,-0.006890296936035156,1.4353886842727661,6230,0.1996826171875,-0.0334632508456707,0.026260337,0.010449944480933481,-0.18529857657849788,0.2
8058,1663.0,7680000,952,625,0.054822490000000015,0.0010331189913207102,0.0003,-0.0005886554718017578,1.44765043258667,6240,0.20074055989583334,0.015610887669026852,0.027214864,0.009837060150554558,-0.19509214820961157,0.2
8071,1663.0,7692288,952,626,0.05566497,0.0010462499178023185,0.0003,0.0031595230102539062,1.4385634660720825,6250,0.18915201822916666,0.038600385189056396,0.021583974,0.008489547861730291,-0.1800823226571083,0.2
8084,1663.0,7704576,952,627,0.04749281000000001,0.0008609284317268854,0.0003,-0.013184070587158203,1.4361642599105835,6260,0.20419921875,0.0023709507659077644,0.025022233,0.010598508113131781,-0.1749582284440597,0.2
8097,1663.0,7716864,952,628,0.042282180000000016,0.0007690989200606661,0.0003,-0.0032558441162109375,1.4427735805511475,6270,0.2085205078125,0.002403625985607505,0.02342073,0.011812216606631409,-0.18512385425468286,0.2
8110,1663.0,7729152,953,629,0.04668937000000001,0.0009002511193405856,0.0003,-0.0003707408905029297,1.446696400642395,6280,0.21746419270833334,0.019377008080482483,0.03167762,0.012515097084785036,-0.1854562682410081,0.2
8123,1663.0,7741440,953,630,0.05278632000000001,0.0009943032891139107,0.0003,-0.0007244348526000977,1.435295820236206,6290,0.192626953125,-0.01298237033188343,0.037003875,0.008468470864075546,-0.19577695516248544,0.2
8136,1663.0,7753728,953,631,0.064073,0.0009381044942225951,0.0003,-0.002545475959777832,1.4522916078567505,6300,0.2036865234375,-0.016591420397162437,0.02452073,0.010384132967737969,-0.1974345834304889,0.2
8148,1663.0,7766016,953,632,0.059174580000000004,0.0010540883086529599,0.0003,-0.0026144981384277344,1.4631876945495605,6310,0.21388346354166668,0.020588671788573265,0.032949746,0.012278938973274004,-0.20069342454274494,0.2
8161,1663.0,7778304,952,633,0.05284772,0.0008426260447625585,0.0003,-0.006762862205505371,1.4564677476882935,6320,0.21220703125,0.008287796750664711,0.029544078,0.012726297104381955,-0.20417171518007915,0.2
8174,1663.0,7790592,952,634,0.050026450000000014,0.0008998946689340907,0.0003,-0.0034085512161254883,1.4530985355377197,6330,0.21039225260416666,0.04469606652855873,0.03443387,0.010485258446715306,-0.1913095778475205,0.2
8187,1663.0,7802880,952,635,0.05228724000000001,0.0009715751679171565,0.0003,-0.005842447280883789,1.4341198205947876,6340,0.2076904296875,0.015463022515177727,0.03519294,0.01039610034058569,-0.17476086529592674,0.2
8200,1663.0,7815168,952,636,0.05168123,0.0008676967653021469,0.0003,-0.005135655403137207,1.4470386505126953,6350,0.19236653645833332,0.03534168004989624,0.023777684,0.009233051553504385,-0.17955013116200766,0.2
8213,1663.0,7827456,952,637,0.05634778000000001,0.0008926041392138966,0.0003,-0.0030431747436523438,1.4521335363388062,6360,0.20955403645833334,-0.0009007422486320138,0.020547574,0.011586964633655347,-0.17798289644221466,0.2
8226,1663.0,7839744,952,638,0.07566284,0.0010951574409470291,0.0003,-0.0034313201904296875,1.4768104553222656,6370,0.20436197916666668,0.029084622859954834,0.024891654,0.009682871821132722,-0.19270831532776356,0.2
8239,1663.0,7852032,952,639,0.07163846,0.0010561737602680901,0.0003,-7.128715515136719e-05,1.484538197517395,6380,0.19641927083333333,0.02017560973763466,0.02309533,0.009766302715191463,-0.2063347155849139,0.2
8252,1663.0,7864320,952,640,0.07972104,0.0009378575435221137,0.0003,-0.006241440773010254,1.4759385585784912,6390,0.20000813802083334,0.006471584551036358,0.020887861,0.009007429385868211,-0.18993705933292707,0.2
8265,1663.0,7876608,952,641,0.07969231,0.0009795763637612254,0.0003,-0.00756382942199707,1.4392154216766357,6400,0.19805501302083334,0.010073536075651646,0.030975422,0.00910715876040437,-0.17412082925438882,0.2
8278,1663.0,7888896,952,642,0.07990005000000001,0.0009368805057874852,0.0003,-0.003037571907043457,1.4353712797164917,6410,0.19274088541666667,0.014373733662068844,0.030901134,0.010537773401059288,-0.17319298572838307,0.2
8291,1663.0,7901184,952,643,0.07455079,0.0008104311644122693,0.0003,-0.0053558349609375,1.418310284614563,6420,0.19638671875,-0.020666025578975677,0.030723572,0.008776856967112204,-0.1598592643936475,0.2
8304,1663.0,7913472,952,644,0.05944358000000001,0.0009094133431214384,0.0003,-0.0027000904083251953,1.4298231601715088,6430,0.22151692708333334,0.01847722753882408,0.029692298,0.011010317813634174,-0.15999766290187836,0.2
8317,1663.0,7925760,952,645,0.0435959,0.0009830748886694588,0.0003,-0.011443018913269043,1.4531537294387817,6440,0.19840494791666666,0.010423197411000729,0.025589243,0.009065339217340807,-0.18081689675649007,0.2
8330,1663.0,7938048,952,646,0.03959552000000002,0.0007829505119389069,0.0003,-0.0058863162994384766,1.4534722566604614,6450,0.19942220052083334,-0.007509287446737289,0.03357999,0.00987450404112072,-0.18101260798672836,0.2
8343,1663.0,7950336,952,647,0.05186924000000001,0.0008979568409510345,0.0003,-0.0029458999633789062,1.4667062759399414,6460,0.21202799479166667,0.004393965005874634,0.01796079,0.010308077855370357,-0.20393720753490924,0.2
8356,1663.0,7962624,952,648,0.06717291,0.0009967318125594224,0.0003,-0.0028035640716552734,1.4433754682540894,6470,0.21143391927083333,0.004232121631503105,0.029659877,0.011306752144203831,-0.21261719465255738,0.2
8368,1663.0,7974912,952,649,0.06170641000000002,0.0009343620423957569,0.0003,-0.0008406639099121094,1.4320963621139526,6480,0.20054524739583332,0.014981376007199287,0.021511508,0.010124586389429169,-0.20193782957891623,0.2
8381,1663.0,7987200,952,650,0.06585481,0.0009084990258391675,0.0003,-0.0021303892135620117,1.4344710111618042,6490,0.22511393229166668,-0.0007746762130409479,0.025147267,0.011059646193704491,-0.18808248713612558,0.2
8394,1663.0,7999488,952,651,0.07830875,0.0008738880266567624,0.0003,-0.0006297826766967773,1.4457169771194458,6500,0.21238606770833332,0.018344156444072723,0.023778113,0.010444424180604983,-0.18897000886499882,0.2
8407,1663.0,8011776,952,652,0.08629829000000001,0.0009299851147867836,0.0003,-0.001263737678527832,1.4438492059707642,6510,0.20996907552083333,-0.006927470210939646,0.026710248,0.011119953117061716,-0.20466539884606996,0.2
8420,1663.0,8024064,952,653,0.0788028,0.0008559907350748593,0.0003,-0.005999445915222168,1.4386875629425049,6520,0.20172526041666666,0.015806403011083603,0.026279451,0.010790123748301994,-0.2019130775084098,0.2
8433,1663.0,8036352,952,654,0.08442221999999999,0.0008966255504977501,0.0003,-0.0029702186584472656,1.424626111984253,6530,0.20696614583333334,0.06581957638263702,0.017005213,0.010864739761260959,-0.1966338393588861,0.2
8446,1663.0,8048640,952,655,0.08242008,0.0008851090821432687,0.0003,-0.00446474552154541,1.4291225671768188,6540,0.18667805989583333,0.004246850032359362,0.017036263,0.009579905949067324,-0.18764182565112908,0.2
8458,1663.0,8060928,952,656,0.08029464000000001,0.0009514848042726954,0.0003,-0.010879039764404297,1.4054601192474365,6550,0.19173177083333334,-0.00749311875551939,0.022634143,0.00930591638267894,-0.17173172558347385,0.2
8471,1663.0,8073216,952,657,0.08912753999999999,0.0008770935442801905,0.0003,-0.0011196136474609375,1.4058349132537842,6560,0.2069580078125,0.04328972101211548,0.032737866,0.010017871505503232,-0.16786402066548664,0.2
8484,1663.0,8085504,952,658,0.08246047000000001,0.0009433137956875726,0.0003,-0.0027036666870117188,1.4022858142852783,6570,0.19894205729166667,0.009673845954239368,0.028605001,0.009665514183143386,-0.1610015203555425,0.2
8497,1663.0,8097792,952,659,0.09911101,0.0007954427124332141,0.0003,-0.009412407875061035,1.3912866115570068,6580,0.19638671875,-0.014558153226971626,0.015455919,0.009686609604250407,-0.16157652015487353,0.2
8510,1663.0,8110080,952,660,0.09656344,0.000763869354432245,0.0003,0.0023800134658813477,1.3851706981658936,6590,0.19584147135416666,0.013325733132660389,0.022900136,0.009920923796744318,-0.16137034706771375,0.2
8523,1663.0,8122368,952,661,0.09352136999999999,0.001049457291477059,0.0003,-0.0017677545547485352,1.38653564453125,6600,0.2029541015625,-0.004619052167981863,0.019237066,0.010459304716884313,-0.15632922103007635,0.2
8536,1663.0,8134656,952,662,0.09210793,0.0009932335539209211,0.0003,-0.0012372732162475586,1.3749572038650513,6610,0.2078125,0.013301657512784004,0.021813655,0.011107302760986688,-0.15843146828313667,0.2
8548,1663.0,8146944,952,663,0.09717547000000001,0.0009812061069624177,0.0003,-0.013793706893920898,1.374069333076477,6620,0.19729817708333333,0.010485184378921986,0.021953871,0.010054949006250051,-0.15070627679427465,0.2
8561,1663.0,8159232,953,664,0.10744649,0.000842010040923924,0.0003,-0.002376556396484375,1.400389552116394,6630,0.1941650390625,0.015568094328045845,0.029756323,0.009173689558762514,-0.16562570308645566,0.2
8574,1663.0,8171520,953,665,0.11153111,0.0010417034690817673,0.0003,-0.004299044609069824,1.4192663431167603,6640,0.1827392578125,0.00722836796194315,0.029196853,0.008558890545585503,-0.1762509593119224,0.2
8587,1663.0,8183808,953,666,0.11219156000000002,0.0010323434697208237,0.0003,-0.0034134387969970703,1.3867954015731812,6650,0.19811197916666667,0.0077759819105267525,0.025759904,0.010252121540300625,-0.16305857412517072,0.2
8599,1663.0,8196096,953,667,0.11708541,0.001094806129049175,0.0003,-0.0013294219970703125,1.3814946413040161,6660,0.20005696614583332,0.038294434547424316,0.022589406,0.009950540633387088,-0.15456566537419955,0.2
8612,1663.0,8208384,953,668,0.12508710000000003,0.0008518061458138011,0.0003,-0.0009386539459228516,1.3826062679290771,6670,0.19718424479166666,-0.0027476786635816097,0.023360943,0.008948505742106741,-0.14534964623550575,0.2
8625,1663.0,8220672,953,669,0.13383548,0.0009607596522073436,0.0003,-0.002265453338623047,1.3878809213638306,6680,0.18147786458333334,0.04501541703939438,0.023440776,0.009064464545372176,-0.12742240093648433,0.2
8638,1663.0,8232960,953,670,0.12465291,0.0008514176313080195,0.0003,-0.0029726028442382812,1.4024269580841064,6690,0.21509602864583333,0.03657525032758713,0.026065314,0.013146772332159646,-0.12424482814967633,0.2
8651,1663.0,8245248,953,671,0.11742596,0.0009696087550006875,0.0003,-0.0076045989990234375,1.4095804691314697,6700,0.20257975260416666,-0.0015813030768185854,0.02760791,0.010745196760884331,-0.1226507943123579,0.2
8664,1663.0,8257536,953,672,0.10933340999999999,0.0007717764987925572,0.0003,-0.007689833641052246,1.4238392114639282,6710,0.20606282552083333,-0.017228519544005394,0.024790177,0.010106354115123395,-0.14521220152576764,0.2
8677,1663.0,8269824,953,673,0.10169440000000002,0.0009485915010979322,0.0003,-0.004540205001831055,1.4467986822128296,6720,0.20699055989583334,0.011610567569732666,0.018772472,0.009143504616561889,-0.1706243958324194,0.2
8690,1663.0,8282112,953,674,0.12097808,0.000892898783270842,0.0003,-0.00427556037902832,1.4337013959884644,6730,0.20709635416666666,0.00037181354127824306,0.03358184,0.009480137227122517,-0.15589926193157833,0.2
8703,1663.0,8294400,953,675,0.12303182000000001,0.0008746600544175938,0.0003,-0.007670760154724121,1.434527039527893,6740,0.18961588541666666,-0.011145642958581448,0.02492775,0.008856249231272765,-0.15936187071104843,0.2
8715,1663.0,8306688,953,676,0.12964345,0.0010012616215893408,0.0003,-0.0040435791015625,1.4407063722610474,6750,0.21538899739583334,0.042097046971321106,0.020332918,0.010456278208099927,-0.1766508494814237,0.2
8728,1663.0,8318976,953,677,0.13098412999999998,0.0009226187511255072,0.0003,-0.005267620086669922,1.448638677597046,6760,0.1927978515625,0.005352722480893135,0.022293406,0.01036838022361432,-0.181579331929485,0.2
8741,1663.0,8331264,953,678,0.12598148999999997,0.000926499765561554,0.0003,-0.002534151077270508,1.4593778848648071,6770,0.19523111979166666,0.037462640553712845,0.024314493,0.010813719068391948,-0.19467225149273873,0.2
8754,1663.0,8343552,953,679,0.11274258999999998,0.0007971912158457902,0.0003,-0.0030727386474609375,1.4480295181274414,6780,0.20338541666666668,0.06010568141937256,0.023012811,0.010502598044695333,-0.1865663626541694,0.2
8767,1663.0,8355840,953,680,0.09955179000000001,0.000935174254376155,0.0003,-0.00651240348815918,1.4469482898712158,6790,0.19339192708333333,-0.0015645372914150357,0.02515064,0.009593171557692888,-0.1524309080094099,0.2
8779,1663.0,8368128,953,681,0.10369446000000002,0.0010827866746088452,0.0003,-0.002055525779724121,1.458629846572876,6800,0.19619954427083333,0.08607381582260132,0.021847552,0.013151176870451309,-0.1618584670126438,0.2
8792,1663.0,8380416,953,682,0.10711614000000003,0.0009759840253839987,0.0003,-0.0012754201889038086,1.4593812227249146,6810,0.20271809895833334,0.0027727128472179174,0.02258963,0.008978293273442736,-0.1760349014153083,0.2
8805,1663.0,8392704,953,683,0.10522307,0.0008848837236352362,0.0003,-0.001065373420715332,1.4377866983413696,6820,0.1979736328125,0.007784189656376839,0.021246513,0.009487536466379728,-0.16588431646426519,0.2
8818,1663.0,8404992,953,684,0.10109330999999999,0.0008838360404297418,0.0003,-0.007366061210632324,1.4347513914108276,6830,0.20719401041666666,0.009096704423427582,0.02294574,0.009844275600335095,-0.15194328178962072,0.2
8831,1663.0,8417280,953,685,0.11804980000000002,0.001011711963868341,0.0003,-0.00014030933380126953,1.4203048944473267,6840,0.18497721354166666,0.01560401450842619,0.015868098,0.0091129755009509,-0.1435060831407706,0.2
8843,1663.0,8429568,953,686,0.12219152,0.000952614018130286,0.0003,-0.0025299787521362305,1.4386283159255981,6850,0.18451334635416666,0.00804539117962122,0.021520095,0.008247967731100895,-0.13524105014900367,0.2
8856,1663.0,8441856,953,687,0.1269087,0.0007799881823454295,0.0003,-0.00823211669921875,1.4209462404251099,6860,0.19788411458333333,-0.015905046835541725,0.018005019,0.010374319082135723,-0.12916662444670995,0.2
8869,1663.0,8454144,953,688,0.12106894,0.0008379183685065072,0.0003,-0.005190014839172363,1.4189518690109253,6870,0.19917805989583334,-0.010789686813950539,0.022341745,0.009487588742679994,-0.1241267416626215,0.2
8882,1663.0,8466432,953,689,0.11405111999999999,0.0007859870877534073,0.0003,-0.006577849388122559,1.41010582447052,6880,0.19353841145833334,0.005375230219215155,0.023120025,0.009680651083423678,-0.10757715590298175,0.2
8895,1663.0,8478720,953,690,0.11661375,0.0007553912351947171,0.0003,-0.0021386146545410156,1.40292489528656,6890,0.19676920572916667,0.0055023059248924255,0.02365765,0.010013274259351116,-0.10182663202285766,0.2
8907,1663.0,8491008,953,691,0.11807355000000001,0.0010592837091583835,0.0003,-0.007274150848388672,1.401907205581665,6900,0.21297200520833334,0.038800451904535294,0.02694045,0.011562303717316052,-0.09958169870078563,0.2
8920,1663.0,8503296,953,692,0.11768172,0.0008868884787716525,0.0003,-0.010522127151489258,1.395993947982788,6910,0.20221354166666666,0.05807563289999962,0.026635563,0.010050804357403346,-0.10470325909554959,0.2
8933,1663.0,8515584,953,693,0.1180128,0.000979206534172287,0.0003,-0.00036919116973876953,1.4165617227554321,6920,0.2064697265625,-0.011430899612605572,0.023208683,0.011658451549010351,-0.11002735371390979,0.2
8946,1663.0,8527872,953,694,0.12144138,0.0008474325648118489,0.0003,-0.004971623420715332,1.39998197555542,6930,0.212451171875,0.0037432166282087564,0.025232637,0.010458043684290411,-0.10669981415073077,0.2
8958,1663.0,8540160,953,695,0.12835785,0.0008861140491868961,0.0003,-0.0020028352737426758,1.4031269550323486,6940,0.21009928385416668,-0.007841388694941998,0.022392357,0.010619626381473306,-0.12317697952191035,0.2
8971,1663.0,8552448,953,696,0.11534932999999999,0.0009338686577393673,0.0003,-0.0019383430480957031,1.3795667886734009,6950,0.205224609375,0.1688823103904724,0.025023224,0.008970833301767319,-0.0994776114821434,0.2
8984,1663.0,8564736,953,697,0.10003048999999997,0.0009034282558407843,0.0003,-0.0030188560485839844,1.3822077512741089,6960,0.19544270833333333,0.03447210043668747,0.034213834,0.009601735725057854,-0.07974016467730204,0.2
8997,1663.0,8577024,953,698,0.10069798,0.0008550201137495605,0.0003,-0.004087924957275391,1.3679994344711304,6970,0.20458984375,-0.0027501892764121294,0.021709563,0.009678744239257261,-0.06400521844625473,0.2
9010,1663.0,8589312,953,699,0.09545747,0.0011897274479603463,0.0003,-0.003701925277709961,1.3755066394805908,6980,0.20780436197916666,0.015119343996047974,0.031054577,0.009463927604034932,-0.07253770989676317,0.2
9023,1663.0,8601600,953,700,0.09139628999999999,0.0009683115378872269,0.0003,-0.008418083190917969,1.3753602504730225,6990,0.20833333333333334,0.01870015822350979,0.027618354,0.01115866410958309,-0.07382760619123777,0.2
9035,1663.0,8613888,953,701,0.10074275999999999,0.0007893463340678863,0.0003,-0.000809788703918457,1.3703985214233398,7000,0.20126953125,0.023531649261713028,0.030214414,0.009549218024524938,-0.07867907881736755,0.2
9048,1663.0,8626176,953,702,0.09654278999999999,0.0008229660714277997,0.0003,-0.004019618034362793,1.3782016038894653,7010,0.1965087890625,-0.026400741189718246,0.025300527,0.008871011908195215,-0.0817643461128076,0.2
9061,1663.0,8638464,953,703,0.10098245,0.0009225806912885067,0.0003,-0.0001493692398071289,1.365720510482788,7020,0.2043212890625,0.007044338621199131,0.021173432,0.00963383965815107,-0.07934580805401008,0.2
9074,1663.0,8650752,953,704,0.09862228999999999,0.0009133151844707754,0.0003,-0.003844022750854492,1.3653703927993774,7030,0.20440266927083334,0.01958601363003254,0.021297991,0.009091409560884738,-0.0766357393314441,0.2
9087,1663.0,8663040,953,705,0.08968729000000002,0.0010775819151755664,0.0003,-0.0036171674728393555,1.3583929538726807,7040,0.18622233072916666,0.004188074730336666,0.025726072,0.009830401982738598,-0.059011998151739437,0.2
9100,1663.0,8675328,953,706,0.08895707000000001,0.000888441378204637,0.0003,-0.0010665655136108398,1.344253659248352,7050,0.1986328125,0.00897165760397911,0.024529591,0.009107178025199876,-0.05553000147144,0.2
9113,1663.0,8687616,953,707,0.08072679999999999,0.001169833810960578,0.0003,0.0016388893127441406,1.3742649555206299,7060,0.20638834635416667,0.014422240667045116,0.02655813,0.010368383703219781,-0.06655246255298455,0.2
9126,1663.0,8699904,953,708,0.09051998,0.000874858752149521,0.0003,-0.0022808313369750977,1.3749746084213257,7070,0.19258626302083334,0.0018527999054640532,0.020441862,0.009757406365679344,-0.07743030451238156,0.2
9139,1663.0,8712192,953,709,0.09332267999999998,0.0007658761914020336,0.0003,-0.004039168357849121,1.3908977508544922,7080,0.20576171875,-0.008149723522365093,0.032774333,0.01085692820973539,-0.0915089485545953,0.2
9151,1663.0,8724480,953,710,0.10009161999999996,0.0009053518578033011,0.0003,0.0014635324478149414,1.3686907291412354,7090,0.19453938802083334,0.0441315732896328,0.026738554,0.00839327501259201,-0.08900267618397871,0.2
9164,1663.0,8736768,953,711,0.10097221999999999,0.0009564337390808457,0.0003,-0.004584908485412598,1.3943581581115723,7100,0.20384114583333332,0.05920489877462387,0.019815102,0.010418777172647727,-0.09135572475691636,0.2
9177,1663.0,8749056,953,712,0.10551623999999998,0.0009491895021559079,0.0003,-0.005598902702331543,1.4037132263183594,7110,0.19702962239583333,0.005745403468608856,0.02532725,0.00974842593423091,-0.10335243369142215,0.2
9190,1663.0,8761344,953,713,0.09901036999999999,0.0007754623479134655,0.0003,-0.006585478782653809,1.4094061851501465,7120,0.21172688802083334,0.0312710702419281,0.02723191,0.012055873470429409,-0.11145377047359943,0.2
9203,1663.0,8773632,953,714,0.09872871999999999,0.0008059721360344459,0.0003,-0.005636334419250488,1.4023131132125854,7130,0.1911376953125,-0.0005047277081757784,0.02471699,0.009049637847783742,-0.11330940835177898,0.2
9216,1663.0,8785920,953,715,0.09440612999999999,0.0009853508112428245,0.0003,-0.0020028352737426758,1.411436915397644,7140,0.20635579427083334,0.047310590744018555,0.048131507,0.00946727102054865,-0.11223806403577327,0.2
9229,1663.0,8798208,953,716,0.08438367999999999,0.0008953618049872602,0.0003,-0.006392955780029297,1.400384783744812,7150,0.2021484375,0.056589096784591675,0.025539735,0.009356689229753102,-0.09795717895030975,0.2
9242,1663.0,8810496,953,717,0.08795834000000001,0.0008690850852720662,0.0003,-0.008142828941345215,1.4017658233642578,7160,0.21220703125,0.00888141617178917,0.030129211,0.01169024419747681,-0.10489297372599443,0.2
9255,1663.0,8822784,953,718,0.08017246,0.0008864300698102549,0.0003,-0.0010668039321899414,1.3967350721359253,7170,0.2012939453125,0.002196576911956072,0.03028188,0.010031580960882518,-0.10531575481096904,0.2
9268,1663.0,8835072,953,719,0.07682212999999997,0.0011106452074727713,0.0003,0.0012236237525939941,1.4016385078430176,7180,0.212744140625,-0.008216988295316696,0.017266667,0.010301784585559895,-0.11279068874816099,0.2
9281,1663.0,8847360,953,720,0.08041287000000001,0.0009420308072700816,0.0003,-0.004674077033996582,1.3784472942352295,7190,0.19994303385416667,0.043965861201286316,0.021941273,0.010532032354482605,-0.09539990462362766,0.2
9294,1663.0,8859648,953,721,0.07623878999999999,0.0009639686911971997,0.0003,-0.005527138710021973,1.395260214805603,7200,0.20477701822916666,0.007397960405796766,0.0236146,0.009603463695384562,-0.09339642003178597,0.2
9307,1663.0,8871936,953,722,0.07789709999999998,0.0009357318163741487,0.0003,-0.00268399715423584,1.3904811143875122,7210,0.2082763671875,0.06108438968658447,0.019966753,0.010091333845290743,-0.09621836530665556,0.2
9320,1663.0,8884224,953,723,0.06439866999999998,0.000941861263163446,0.0003,0.00152587890625,1.3650054931640625,7220,0.1917724609375,0.03517517074942589,0.026701948,0.009483464151708176,-0.0856292624026537,0.2
9333,1663.0,8896512,953,724,0.07515024999999999,0.0009721046350781155,0.0003,-0.0023440122604370117,1.3691476583480835,7230,0.203564453125,0.0025409988593310118,0.023306802,0.009773258688801434,-0.07323856564859549,0.2
9346,1663.0,8908800,953,725,0.07577919,0.0008618348887618291,0.0003,0.0018436312675476074,1.371118187904358,7240,0.21039225260416666,0.0304773710668087,0.021497205,0.011153420691213493,-0.08294792671998343,0.2
9359,1663.0,8921088,953,726,0.07065493,0.0008252868958758578,0.0003,-0.006597757339477539,1.3668705224990845,7250,0.2081787109375,0.030128899961709976,0.029009229,0.012475923323897102,-0.0662598043680191,0.2
9371,1663.0,8933376,953,727,0.06599348,0.0010359591527655235,0.0003,-0.0027581453323364258,1.3760377168655396,7260,0.20130208333333333,0.03382628783583641,0.02642571,0.009748417183194155,-0.06539505484203498,0.2
9384,1663.0,8945664,953,728,0.05999132999999999,0.0007308796927797327,0.0003,-0.0043108463287353516,1.3606387376785278,7270,0.19525553385416666,0.007329253479838371,0.019106394,0.009409819484183875,-0.0684730081508557,0.2
9397,1663.0,8957952,953,729,0.06192371999999999,0.0008975994265256304,0.0003,0.0003241896629333496,1.348827600479126,7280,0.19873860677083333,0.009295683354139328,0.023556978,0.009755063383393766,-0.044320425887902574,0.2
9410,1663.0,8970240,953,730,0.05792713999999998,0.001061046215954775,0.0003,-0.002351999282836914,1.358738660812378,7290,0.21039225260416666,0.006074726581573486,0.030437827,0.010730183434740562,-0.04513237960636616,0.2
9423,1663.0,8982528,953,731,0.058544099999999995,0.0008380807499785685,0.0003,-0.009650945663452148,1.3551162481307983,7300,0.2229736328125,-0.0023913441691547632,0.02419457,0.012892875156830996,-0.043878436212738355,0.2
9436,1663.0,8994816,953,732,0.04527721,0.0008469433952389712,0.0003,0.0005784034729003906,1.3531545400619507,7310,0.21378580729166666,0.009118661284446716,0.027451938,0.012103915190042851,-0.05739970592161019,0.2
9448,1663.0,9007104,953,733,0.03519369,0.0009857899270476385,0.0003,0.004547297954559326,1.3641420602798462,7320,0.20381673177083334,0.0288517065346241,0.019830316,0.009577804580476367,-0.055801770836114886,0.2
9461,1663.0,9019392,953,734,0.035781400000000005,0.0009761045908210993,0.0003,-0.008311629295349121,1.3694591522216797,7330,0.21326497395833333,-0.0030025807209312916,0.028049266,0.012197149381002722,-0.06280290322999159,0.2
9474,1663.0,9031680,953,735,0.031502630000000004,0.000994351015515349,0.0003,0.0034214258193969727,1.385672688484192,7340,0.2089599609375,0.008849134668707848,0.029609041,0.010000050783370776,-0.049563906714320184,0.2
9487,1663.0,9043968,953,736,0.019261620000000007,0.0009675973593251305,0.0003,-0.0026366710662841797,1.3966625928878784,7350,0.19324544270833333,0.006534526124596596,0.0259304,0.00949531171063427,-0.06415485168496768,0.2
