rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/std,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/learning_rate
989.0,10,20480,1957,1,-0.12018535,,,,,,,,,,,
989.0,24,40960,1682,2,-0.120135675,0.004186015,0.009867315505289298,1.0116381645202637,-61.75020217895508,10,-0.0016579941402596887,0.02298775687813759,0.2,-2.8516440792381763,0.0336181640625,0.0003
989.0,38,61440,1604,3,-0.11436204999999999,0.004372196,0.0016377858749910955,1.0067474842071533,-0.5089975595474243,20,-0.0019412615172041115,-0.005828269757330418,0.2,-2.853295111805201,0.0402294921875,0.0003
989.0,52,81920,1563,4,-0.11709347500000003,0.0066234767,0.0015114151996385773,1.0030453205108643,0.036790430545806885,30,-0.003093540437694173,-0.019004445523023605,0.2,-2.848100227341056,0.0641943359375,0.0003
989.0,66,102400,1540,5,-0.06445639,0.006407702,0.0013873595805489458,0.9908711910247803,0.026196658611297607,40,-0.0027300859236856923,-0.0027909711934626102,0.2,-2.8226874043792485,0.0642138671875,0.0003
989.0,80,122880,1527,6,-0.0023135100000000043,0.005900085,0.0013490321408971796,0.9841042757034302,0.035241007804870605,50,-0.0012040461483411491,0.018809227272868156,0.2,-2.8074710185825826,0.055830078125,0.0003
989.0,94,143360,1520,7,0.09986371999999999,0.0067026676,0.001322548930402263,0.9823617935180664,0.028152644634246826,60,-0.0018599713197909296,0.005630607716739178,0.2,-2.803050691559911,0.0730029296875,0.0003
989.0,108,163840,1515,8,0.15885634,0.0073882467,0.0012002123214733729,0.9787660837173462,0.0007644891738891602,70,0.001066815933008911,0.029713187366724014,0.2,-2.7965502427518367,0.0771728515625,0.0003
989.0,121,184320,1511,9,0.23450124,0.0065143937,0.0013049167290682818,0.9765280485153198,0.00737762451171875,80,-0.002166180925050867,0.0008400028455071151,0.2,-2.7893556493520735,0.0610888671875,0.0003
989.0,135,204800,1507,10,0.27328628,0.006999484,0.0011066089809628466,0.9715104103088379,0.0020447373390197754,90,-0.0026009611789777408,-0.006954628974199295,0.2,-2.7845927155017853,0.062958984375,0.0003
989.0,149,225280,1504,11,0.31278013,0.009736788,0.0011708015584281383,0.9699320793151855,0.0027163028717041016,100,0.0006606770760845393,-0.004691668786108494,0.2,-2.7758964973688127,0.1007958984375,0.0003
989.0,163,245760,1502,12,0.32771942,0.006388601,0.0011783708486473188,0.9647625684738159,0.01044774055480957,110,-0.0019031999284925404,-0.0074000051245093346,0.2,-2.7642250572890044,0.07279296875,0.0003
989.0,177,266240,1500,13,0.42413847999999993,0.0071174875,0.0011599855441090767,0.9549722671508789,0.0017076730728149414,120,-0.001228994058765238,-0.00790555402636528,0.2,-2.7465840347111223,0.08119140625,0.0003
989.0,191,286720,1496,14,0.48310772,0.007714172,0.0011321468421556346,0.9423905611038208,0.016071438789367676,130,-0.0018957153080555145,-0.015108749270439148,0.2,-2.723661625236273,0.0728515625,0.0003
989.0,205,307200,1495,15,0.6013784,0.008843693,0.0012976498019452265,0.9328655004501343,0.02037113904953003,140,-0.0014595294362516143,-0.017992127686738968,0.2,-2.7069041384011507,0.0949169921875,0.0003
989.0,219,327680,1494,16,0.69318578,0.0066510215,0.0011630944214721238,0.9253188371658325,0.012992143630981445,150,-0.002989349427371053,-0.022162429988384247,0.2,-2.686532939746976,0.0696875,0.0003
